year mon day PCx PCy phase Amp(nrm) Amp(non-nrm)
1999 11 25  0.024  0.531 2  0.531  170.9
1999 11 26 -0.087  0.548 3  0.554  178.0
1999 11 27 -0.194  0.547 3  0.580  184.9
1999 11 28 -0.293  0.530 3  0.605  190.9
1999 11 29 -0.382  0.496 3  0.626  195.4
1999 11 30 -0.461  0.448 4  0.643  198.1
1999 12 01 -0.527  0.386 4  0.653  199.0
1999 12 02 -0.579  0.313 4  0.658  198.3
1999 12 03 -0.617  0.230 4  0.658  196.4
1999 12 04 -0.639  0.140 4  0.654  193.8
1999 12 05 -0.645  0.045 4  0.647  191.0
1999 12 06 -0.636 -0.051 5  0.638  188.5
1999 12 07 -0.612 -0.148 5  0.629  186.7
1999 12 08 -0.572 -0.241 5  0.620  185.7
1999 12 09 -0.518 -0.328 5  0.613  185.7
1999 12 10 -0.451 -0.406 5  0.607  186.6
1999 12 11 -0.373 -0.474 6  0.603  188.0
1999 12 12 -0.284 -0.529 6  0.601  189.7
1999 12 13 -0.188 -0.569 6  0.599  191.2
1999 12 14 -0.086 -0.593 6  0.599  192.4
1999 12 15  0.019 -0.600 7  0.600  193.0
1999 12 16  0.124 -0.589 7  0.602  192.9
1999 12 17  0.227 -0.561 7  0.605  192.3
1999 12 18  0.324 -0.515 7  0.609  191.4
1999 12 19  0.414 -0.454 7  0.615  190.4
1999 12 20  0.493 -0.379 8  0.622  189.7
1999 12 21  0.559 -0.291 8  0.630  189.7
1999 12 22  0.610 -0.195 8  0.640  190.5
1999 12 23  0.644 -0.091 8  0.650  192.3
1999 12 24  0.661  0.015 1  0.661  195.2
1999 12 25  0.660  0.122 1  0.671  198.8
1999 12 26  0.642  0.225 1  0.680  202.9
1999 12 27  0.607  0.322 1  0.687  207.0
1999 12 28  0.557  0.410 1  0.692  210.8
1999 12 29  0.494  0.486 1  0.693  213.9
1999 12 30  0.421  0.549 2  0.691  215.8
1999 12 31  0.340  0.596 2  0.686  216.3
2000 01 01  0.254  0.627 2  0.677  215.2
2000 01 02  0.166  0.642 2  0.664  212.3
2000 01 03  0.081  0.642 2  0.647  207.8
2000 01 04 -0.000  0.627 3  0.627  201.6
2000 01 05 -0.075  0.599 3  0.604  193.9
2000 01 06 -0.140  0.561 3  0.578  185.0
2000 01 07 -0.196  0.513 3  0.550  175.0
2000 01 08 -0.241  0.461 3  0.520  164.3
2000 01 09 -0.275  0.404 3  0.489  153.2
2000 01 10 -0.298  0.347 3  0.458  142.1
2000 01 11 -0.312  0.291 4  0.427  131.4
2000 01 12 -0.319  0.238 4  0.398  121.4
2000 01 13 -0.320  0.190 4  0.372  112.4
2000 01 14 -0.317  0.147 4  0.349  104.7
2000 01 15 -0.312  0.109 4  0.330   98.5
2000 01 16 -0.307  0.076 4  0.316   93.9
2000 01 17 -0.304  0.047 4  0.308   91.0
2000 01 18 -0.303  0.022 4  0.304   89.8
2000 01 19 -0.306 -0.002 5  0.306   90.3
2000 01 20 -0.312 -0.025 5  0.313   92.3
2000 01 21 -0.320 -0.050 5  0.324   95.8
2000 01 22 -0.330 -0.077 5  0.339  100.5
2000 01 23 -0.340 -0.109 5  0.357  106.3
2000 01 24 -0.348 -0.145 5  0.377  112.9
2000 01 25 -0.352 -0.187 5  0.399  120.1
2000 01 26 -0.350 -0.233 5  0.421  127.8
2000 01 27 -0.340 -0.284 5  0.443  135.8
2000 01 28 -0.321 -0.338 6  0.466  144.1
2000 01 29 -0.289 -0.393 6  0.488  152.5
2000 01 30 -0.247 -0.447 6  0.510  161.0
2000 01 31 -0.192 -0.497 6  0.533  169.6
2000 02 01 -0.125 -0.542 6  0.556  178.1
2000 02 02 -0.049 -0.578 6  0.580  186.4
2000 02 03  0.035 -0.603 7  0.604  194.1
2000 02 04  0.125 -0.615 7  0.627  201.1
2000 02 05  0.216 -0.612 7  0.649  206.9
2000 02 06  0.307 -0.593 7  0.668  211.2
2000 02 07  0.392 -0.558 7  0.682  213.6
2000 02 08  0.468 -0.507 7  0.690  213.7
2000 02 09  0.532 -0.440 8  0.691  211.5
2000 02 10  0.581 -0.360 8  0.684  206.9
2000 02 11  0.612 -0.268 8  0.668  200.1
2000 02 12  0.622 -0.168 8  0.644  191.4
2000 02 13  0.612 -0.061 8  0.615  181.7
2000 02 14  0.581  0.047 1  0.582  172.0
2000 02 15  0.529  0.154 1  0.551  163.7
2000 02 16  0.458  0.257 1  0.525  158.4
2000 02 17  0.370  0.352 1  0.511  157.3
2000 02 18  0.270  0.435 2  0.512  161.0
2000 02 19  0.159  0.506 2  0.530  169.2
2000 02 20  0.044  0.561 2  0.562  180.8
2000 02 21 -0.074  0.600 3  0.604  194.1
2000 02 22 -0.188  0.622 3  0.649  207.4
2000 02 23 -0.294  0.627 3  0.693  219.5
2000 02 24 -0.390  0.616 3  0.729  229.2
2000 02 25 -0.472  0.591 3  0.756  235.6
2000 02 26 -0.538  0.552 3  0.771  238.1
2000 02 27 -0.585  0.503 4  0.771  236.4
2000 02 28 -0.612  0.444 4  0.757  230.4
2000 02 29 -0.620  0.380 4  0.728  220.2
2000 03 01 -0.610  0.312 4  0.685  206.1
2000 03 02 -0.581  0.243 4  0.630  188.5
2000 03 03 -0.537  0.174 4  0.565  168.1
2000 03 04 -0.480  0.107 4  0.492  145.7
2000 03 05 -0.411  0.044 4  0.414  122.2
2000 03 06 -0.335 -0.015 5  0.335   98.9
2000 03 07 -0.253 -0.068 5  0.262   77.7
2000 03 08 -0.168 -0.115 5  0.203   61.8
2000 03 09 -0.083 -0.156 6  0.176   55.8
2000 03 10  0.001 -0.191 7  0.191   61.4
2000 03 11  0.081 -0.220 7  0.234   74.6
2000 03 12  0.157 -0.243 7  0.289   90.8
2000 03 13  0.226 -0.261 7  0.345  107.1
2000 03 14  0.288 -0.273 8  0.397  122.4
2000 03 15  0.344 -0.281 8  0.444  135.8
2000 03 16  0.392 -0.283 8  0.483  147.2
2000 03 17  0.432 -0.281 8  0.515  156.2
2000 03 18  0.464 -0.274 8  0.539  162.9
2000 03 19  0.489 -0.262 8  0.555  167.1
2000 03 20  0.505 -0.246 8  0.562  168.8
2000 03 21  0.514 -0.225 8  0.561  168.1
2000 03 22  0.515 -0.200 8  0.552  164.9
2000 03 23  0.507 -0.171 8  0.535  159.4
2000 03 24  0.491 -0.139 8  0.510  151.6
2000 03 25  0.466 -0.105 8  0.478  141.7
2000 03 26  0.433 -0.070 8  0.439  129.8
2000 03 27  0.392 -0.034 8  0.394  116.3
2000 03 28  0.344  0.001 1  0.344  101.5
2000 03 29  0.289  0.034 1  0.291   86.0
2000 03 30  0.228  0.063 1  0.237   70.4
2000 03 31  0.164  0.088 1  0.186   56.0
2000 04 01  0.097  0.108 2  0.145   44.9
2000 04 02  0.029  0.122 2  0.125   40.2
2000 04 03 -0.037  0.130 3  0.135   43.2
2000 04 04 -0.100  0.132 3  0.166   51.7
2000 04 05 -0.157  0.128 4  0.203   62.1
2000 04 06 -0.207  0.120 4  0.239   72.3
2000 04 07 -0.248  0.108 4  0.271   81.0
2000 04 08 -0.279  0.094 4  0.294   87.7
2000 04 09 -0.299  0.079 4  0.310   91.9
2000 04 10 -0.309  0.066 4  0.316   93.6
2000 04 11 -0.307  0.056 4  0.313   92.6
2000 04 12 -0.297  0.052 4  0.301   89.2
2000 04 13 -0.279  0.054 4  0.284   84.0
2000 04 14 -0.254  0.064 4  0.262   77.8
2000 04 15 -0.227  0.082 4  0.241   71.9
2000 04 16 -0.199  0.108 4  0.226   68.2
2000 04 17 -0.173  0.143 4  0.225   68.8
2000 04 18 -0.153  0.184 3  0.240   74.5
2000 04 19 -0.141  0.231 3  0.270   85.1
2000 04 20 -0.138  0.281 3  0.313   99.1
2000 04 21 -0.147  0.331 3  0.362  114.9
2000 04 22 -0.169  0.378 3  0.414  131.3
2000 04 23 -0.202  0.419 3  0.465  147.4
2000 04 24 -0.248  0.450 3  0.514  162.2
2000 04 25 -0.304  0.469 3  0.558  175.3
2000 04 26 -0.366  0.471 3  0.597  186.2
2000 04 27 -0.433  0.456 3  0.629  194.5
2000 04 28 -0.500  0.421 4  0.653  200.1
2000 04 29 -0.561  0.364 4  0.669  202.9
2000 04 30 -0.613  0.288 4  0.678  203.3
2000 05 01 -0.651  0.191 4  0.679  201.8
2000 05 02 -0.670  0.077 4  0.674  199.3
2000 05 03 -0.666 -0.052 5  0.668  197.3
2000 05 04 -0.636 -0.192 5  0.664  197.6
2000 05 05 -0.577 -0.339 5  0.669  202.2
2000 05 06 -0.489 -0.486 5  0.689  212.7
2000 05 07 -0.372 -0.628 6  0.730  230.0
2000 05 08 -0.227 -0.761 6  0.794  253.7
2000 05 09 -0.058 -0.878 6  0.880  282.8
2000 05 10  0.131 -0.974 7  0.983  315.5
2000 05 11  0.334 -1.045 7  1.097  350.1
2000 05 12  0.546 -1.086 7  1.216  384.7
2000 05 13  0.757 -1.097 7  1.333  417.7
2000 05 14  0.962 -1.075 7  1.442  447.3
2000 05 15  1.151 -1.020 8  1.538  472.4
2000 05 16  1.318 -0.934 8  1.616  491.6
2000 05 17  1.456 -0.819 8  1.670  504.0
2000 05 18  1.558 -0.679 8  1.699  509.1
2000 05 19  1.620 -0.519 8  1.701  506.4
2000 05 20  1.638 -0.344 8  1.674  496.0
2000 05 21  1.611 -0.160 8  1.619  478.4
2000 05 22  1.539  0.025 1  1.539  454.4
2000 05 23  1.424  0.205 1  1.439  425.4
2000 05 24  1.269  0.375 1  1.323  393.4
2000 05 25  1.079  0.527 1  1.201  360.7
2000 05 26  0.860  0.657 1  1.083  330.4
2000 05 27  0.621  0.761 2  0.983  305.9
2000 05 28  0.370  0.836 2  0.914  290.2
2000 05 29  0.114  0.881 2  0.888  285.2
2000 05 30 -0.136  0.894 3  0.904  290.2
2000 05 31 -0.372  0.877 3  0.953  302.6
2000 06 01 -0.586  0.832 3  1.018  318.8
2000 06 02 -0.772  0.764 4  1.086  335.1
2000 06 03 -0.924  0.675 4  1.144  348.5
2000 06 04 -1.036  0.572 4  1.184  357.0
2000 06 05 -1.108  0.461 4  1.200  359.0
2000 06 06 -1.138  0.346 4  1.189  353.8
2000 06 07 -1.126  0.235 4  1.150  340.9
2000 06 08 -1.076  0.133 4  1.084  320.4
2000 06 09 -0.991  0.046 4  0.992  292.9
2000 06 10 -0.877 -0.023 5  0.878  259.1
2000 06 11 -0.741 -0.071 5  0.744  219.9
2000 06 12 -0.589 -0.094 5  0.597  176.5
2000 06 13 -0.430 -0.092 5  0.440  130.3
2000 06 14 -0.271 -0.065 5  0.279   82.7
2000 06 15 -0.120 -0.015 5  0.121   35.8
2000 06 16  0.016  0.055 2  0.058   18.4
2000 06 17  0.130  0.143 2  0.193   59.8
2000 06 18  0.218  0.242 2  0.325  100.8
2000 06 19  0.275  0.347 2  0.443  138.0
2000 06 20  0.299  0.454 2  0.543  170.4
2000 06 21  0.288  0.555 2  0.625  197.6
2000 06 22  0.244  0.644 2  0.689  219.4
2000 06 23  0.168  0.717 2  0.737  235.9
2000 06 24  0.063  0.768 2  0.771  247.8
2000 06 25 -0.066  0.793 3  0.796  255.8
2000 06 26 -0.214  0.788 3  0.817  261.2
2000 06 27 -0.374  0.751 3  0.839  265.7
2000 06 28 -0.540  0.681 3  0.869  271.0
2000 06 29 -0.705  0.578 4  0.911  279.0
2000 06 30 -0.860  0.443 4  0.968  291.2
2000 07 01 -1.000  0.280 4  1.039  308.6
2000 07 02 -1.119  0.090 4  1.122  331.4
2000 07 03 -1.209 -0.120 5  1.215  359.0
2000 07 04 -1.268 -0.345 5  1.314  390.4
2000 07 05 -1.291 -0.580 5  1.415  424.3
2000 07 06 -1.276 -0.818 5  1.515  459.3
2000 07 07 -1.222 -1.051 5  1.611  494.2
2000 07 08 -1.128 -1.273 6  1.701  527.7
2000 07 09 -0.997 -1.477 6  1.782  558.9
2000 07 10 -0.831 -1.658 6  1.855  586.9
2000 07 11 -0.634 -1.809 6  1.917  611.1
2000 07 12 -0.410 -1.926 6  1.969  631.0
2000 07 13 -0.165 -2.004 6  2.011  646.3
2000 07 14  0.094 -2.040 7  2.043  656.8
2000 07 15  0.362 -2.033 7  2.065  662.6
2000 07 16  0.631 -1.982 7  2.080  664.0
2000 07 17  0.894 -1.886 7  2.087  661.5
2000 07 18  1.145 -1.748 7  2.089  655.8
2000 07 19  1.377 -1.569 7  2.087  647.8
2000 07 20  1.584 -1.352 8  2.083  638.6
2000 07 21  1.762 -1.103 8  2.079  629.6
2000 07 22  1.905 -0.826 8  2.077  622.0
2000 07 23  2.011 -0.527 8  2.079  617.3
2000 07 24  2.076 -0.212 8  2.087  616.6
2000 07 25  2.099  0.112 1  2.102  620.5
2000 07 26  2.079  0.439 1  2.125  629.6
2000 07 27  2.016  0.762 1  2.155  643.5
2000 07 28  1.911  1.074 1  2.192  661.5
2000 07 29  1.768  1.368 1  2.235  682.4
2000 07 30  1.587  1.638 2  2.281  705.0
2000 07 31  1.374  1.879 2  2.327  727.6
2000 08 01  1.132  2.084 2  2.372  749.0
2000 08 02  0.867  2.251 2  2.412  767.7
2000 08 03  0.583  2.375 2  2.445  782.8
2000 08 04  0.286  2.453 2  2.470  793.3
2000 08 05 -0.018  2.484 3  2.484  798.8
2000 08 06 -0.323  2.467 3  2.488  799.0
2000 08 07 -0.624  2.402 3  2.481  794.0
2000 08 08 -0.914  2.290 3  2.465  784.2
2000 08 09 -1.188  2.134 3  2.442  770.5
2000 08 10 -1.440  1.936 3  2.413  753.9
2000 08 11 -1.667  1.701 3  2.382  735.8
2000 08 12 -1.863  1.434 4  2.351  717.7
2000 08 13 -2.026  1.139 4  2.325  701.4
2000 08 14 -2.152  0.824 4  2.305  688.3
2000 08 15 -2.239  0.494 4  2.293  679.8
2000 08 16 -2.286  0.157 4  2.291  676.6
2000 08 17 -2.291 -0.182 5  2.298  678.8
2000 08 18 -2.255 -0.515 5  2.314  686.0
2000 08 19 -2.179 -0.836 5  2.334  697.2
2000 08 20 -2.065 -1.138 5  2.358  710.9
2000 08 21 -1.913 -1.417 5  2.381  725.7
2000 08 22 -1.728 -1.668 5  2.402  740.2
2000 08 23 -1.513 -1.885 6  2.418  753.1
2000 08 24 -1.272 -2.067 6  2.427  763.4
2000 08 25 -1.009 -2.210 6  2.429  770.6
2000 08 26 -0.728 -2.313 6  2.425  774.3
2000 08 27 -0.435 -2.376 6  2.415  774.7
2000 08 28 -0.135 -2.398 6  2.401  772.1
2000 08 29  0.168 -2.380 7  2.386  766.9
2000 08 30  0.468 -2.324 7  2.370  759.9
2000 08 31  0.760 -2.232 7  2.358  751.9
2000 09 01  1.040 -2.106 7  2.349  743.7
2000 09 02  1.304 -1.950 7  2.346  735.8
2000 09 03  1.545 -1.768 7  2.348  728.8
2000 09 04  1.762 -1.562 8  2.354  723.0
2000 09 05  1.950 -1.336 8  2.363  718.2
2000 09 06  2.106 -1.094 8  2.373  714.2
2000 09 07  2.227 -0.840 8  2.380  710.7
2000 09 08  2.312 -0.577 8  2.383  707.3
2000 09 09  2.359 -0.310 8  2.379  703.3
2000 09 10  2.366 -0.042 8  2.367  698.5
2000 09 11  2.334  0.224 1  2.345  692.7
2000 09 12  2.263  0.484 1  2.314  685.9
2000 09 13  2.154  0.734 1  2.276  678.2
2000 09 14  2.009  0.971 1  2.232  670.3
2000 09 15  1.831  1.192 1  2.185  662.6
2000 09 16  1.623  1.394 1  2.139  656.0
2000 09 17  1.388  1.573 2  2.098  651.0
2000 09 18  1.132  1.727 2  2.065  648.2
2000 09 19  0.860  1.854 2  2.044  647.9
2000 09 20  0.577  1.950 2  2.034  649.9
2000 09 21  0.289  2.015 2  2.036  653.7
2000 09 22  0.003  2.048 2  2.048  658.4
2000 09 23 -0.277  2.046 3  2.065  663.0
2000 09 24 -0.543  2.011 3  2.083  666.3
2000 09 25 -0.790  1.943 3  2.097  666.9
2000 09 26 -1.013  1.843 3  2.103  663.9
2000 09 27 -1.208  1.714 3  2.097  656.3
2000 09 28 -1.370  1.558 3  2.074  643.7
2000 09 29 -1.496  1.378 4  2.034  625.7
2000 09 30 -1.586  1.180 4  1.977  602.6
2000 10 01 -1.638  0.967 4  1.902  575.0
2000 10 02 -1.653  0.745 4  1.813  543.6
2000 10 03 -1.632  0.519 4  1.713  509.9
2000 10 04 -1.579  0.294 4  1.606  475.5
2000 10 05 -1.496  0.077 4  1.498  442.2
2000 10 06 -1.388 -0.130 5  1.394  411.9
2000 10 07 -1.261 -0.320 5  1.301  386.3
2000 10 08 -1.121 -0.491 5  1.223  366.5
2000 10 09 -0.972 -0.638 5  1.163  352.9
2000 10 10 -0.822 -0.762 5  1.121  344.8
2000 10 11 -0.676 -0.859 6  1.093  340.8
2000 10 12 -0.539 -0.931 6  1.076  339.1
2000 10 13 -0.415 -0.979 6  1.063  337.7
2000 10 14 -0.308 -1.004 6  1.050  335.3
2000 10 15 -0.221 -1.009 6  1.033  330.9
2000 10 16 -0.153 -0.998 6  1.009  324.0
2000 10 17 -0.106 -0.974 6  0.980  314.8
2000 10 18 -0.078 -0.942 6  0.945  303.8
2000 10 19 -0.066 -0.905 6  0.908  291.8
2000 10 20 -0.066 -0.868 6  0.870  279.7
2000 10 21 -0.074 -0.833 6  0.836  268.7
2000 10 22 -0.085 -0.802 6  0.807  259.3
2000 10 23 -0.095 -0.779 6  0.784  252.0
2000 10 24 -0.096 -0.762 6  0.768  246.7
2000 10 25 -0.086 -0.752 6  0.757  243.3
2000 10 26 -0.058 -0.748 6  0.750  241.2
2000 10 27 -0.012 -0.747 6  0.747  240.3
2000 10 28  0.057 -0.746 7  0.749  240.6
2000 10 29  0.148 -0.742 7  0.757  242.6
2000 10 30  0.259 -0.731 7  0.776  247.2
2000 10 31  0.390 -0.708 7  0.808  255.2
2000 11 01  0.535 -0.670 7  0.858  267.2
2000 11 02  0.690 -0.614 8  0.924  283.6
2000 11 03  0.847 -0.537 8  1.003  303.9
2000 11 04  1.001 -0.436 8  1.092  327.1
2000 11 05  1.142 -0.313 8  1.184  351.8
2000 11 06  1.264 -0.168 8  1.275  376.8
2000 11 07  1.358 -0.002 8  1.358  400.7
2000 11 08  1.418  0.180 1  1.429  422.4
2000 11 09  1.438  0.373 1  1.485  441.0
2000 11 10  1.414  0.573 1  1.526  456.2
2000 11 11  1.344  0.771 1  1.550  467.9
2000 11 12  1.227  0.962 1  1.559  476.3
2000 11 13  1.066  1.137 2  1.558  482.2
2000 11 14  0.863  1.289 2  1.551  486.4
2000 11 15  0.624  1.412 2  1.543  489.9
2000 11 16  0.358  1.499 2  1.541  493.5
2000 11 17  0.072  1.547 2  1.548  497.8
2000 11 18 -0.222  1.551 3  1.567  503.2
2000 11 19 -0.514  1.511 3  1.597  509.2
2000 11 20 -0.794  1.427 3  1.633  515.4
2000 11 21 -1.050  1.301 3  1.672  520.7
2000 11 22 -1.272  1.137 4  1.706  524.0
2000 11 23 -1.452  0.940 4  1.730  524.4
2000 11 24 -1.583  0.717 4  1.738  521.0
2000 11 25 -1.660  0.476 4  1.727  513.2
2000 11 26 -1.680  0.225 4  1.695  501.1
2000 11 27 -1.643 -0.026 5  1.643  484.9
2000 11 28 -1.550 -0.268 5  1.573  465.6
2000 11 29 -1.407 -0.494 5  1.491  444.6
2000 11 30 -1.219 -0.695 5  1.403  423.5
2000 12 01 -0.994 -0.865 5  1.318  404.4
2000 12 02 -0.742 -0.999 6  1.245  389.0
2000 12 03 -0.474 -1.094 6  1.193  378.7
2000 12 04 -0.199 -1.149 6  1.166  374.0
2000 12 05  0.070 -1.162 7  1.164  374.3
2000 12 06  0.325 -1.137 7  1.182  377.9
2000 12 07  0.556 -1.076 7  1.211  382.9
2000 12 08  0.754 -0.985 7  1.240  387.1
2000 12 09  0.915 -0.869 8  1.262  388.5
2000 12 10  1.033 -0.734 8  1.268  385.7
2000 12 11  1.107 -0.589 8  1.254  377.7
2000 12 12  1.137 -0.439 8  1.218  363.9
2000 12 13  1.123 -0.291 8  1.160  344.5
2000 12 14  1.071 -0.151 8  1.082  319.9
2000 12 15  0.985 -0.025 8  0.986  290.9
2000 12 16  0.872  0.083 1  0.875  258.6
2000 12 17  0.737  0.171 1  0.757  224.5
2000 12 18  0.590  0.237 1  0.636  190.0
2000 12 19  0.437  0.280 1  0.519  157.2
2000 12 20  0.286  0.301 2  0.415  128.3
2000 12 21  0.142  0.301 2  0.333  105.6
2000 12 22  0.012  0.285 2  0.285   91.6
2000 12 23 -0.100  0.253 3  0.272   86.6
2000 12 24 -0.191  0.211 3  0.285   88.2
2000 12 25 -0.260  0.161 4  0.306   92.5
2000 12 26 -0.306  0.107 4  0.324   96.5
2000 12 27 -0.328  0.052 4  0.333   98.4
2000 12 28 -0.330  0.000 4  0.330   97.5
2000 12 29 -0.314 -0.047 5  0.317   93.9
2000 12 30 -0.282 -0.088 5  0.295   87.9
2000 12 31 -0.238 -0.121 5  0.267   80.5
2001 01 01 -0.186 -0.147 5  0.237   72.5
2001 01 02 -0.129 -0.164 6  0.209   65.2
2001 01 03 -0.070 -0.175 6  0.188   59.9
2001 01 04 -0.012 -0.179 6  0.179   57.6
2001 01 05  0.043 -0.177 7  0.182   58.4
2001 01 06  0.093 -0.171 7  0.195   61.6
2001 01 07  0.137 -0.162 7  0.213   66.1
2001 01 08  0.176 -0.150 8  0.232   71.0
2001 01 09  0.209 -0.137 8  0.249   75.6
2001 01 10  0.235 -0.121 8  0.264   79.6
2001 01 11  0.257 -0.102 8  0.277   82.7
2001 01 12  0.274 -0.082 8  0.286   85.1
2001 01 13  0.288 -0.057 8  0.293   86.8
2001 01 14  0.298 -0.027 8  0.299   88.3
2001 01 15  0.304  0.008 1  0.304   89.8
2001 01 16  0.308  0.051 1  0.312   92.2
2001 01 17  0.307  0.101 1  0.323   96.3
2001 01 18  0.302  0.160 1  0.341  102.8
2001 01 19  0.290  0.228 1  0.369  112.6
2001 01 20  0.271  0.304 2  0.407  126.2
2001 01 21  0.243  0.386 2  0.456  143.4
2001 01 22  0.204  0.475 2  0.517  164.0
2001 01 23  0.152  0.566 2  0.586  187.4
2001 01 24  0.088  0.657 2  0.663  212.8
2001 01 25  0.010  0.744 2  0.744  239.2
2001 01 26 -0.081  0.824 3  0.828  265.9
2001 01 27 -0.186  0.891 3  0.911  291.9
2001 01 28 -0.302  0.944 3  0.991  316.3
2001 01 29 -0.426  0.977 3  1.066  338.3
2001 01 30 -0.556  0.987 3  1.133  357.3
2001 01 31 -0.688  0.972 3  1.191  372.7
2001 02 01 -0.818  0.929 3  1.238  384.1
2001 02 02 -0.940  0.859 4  1.273  391.5
2001 02 03 -1.050  0.761 4  1.297  394.9
2001 02 04 -1.143  0.637 4  1.309  394.7
2001 02 05 -1.214  0.490 4  1.309  391.5
2001 02 06 -1.260  0.323 4  1.301  386.1
2001 02 07 -1.277  0.141 4  1.285  379.6
2001 02 08 -1.263 -0.050 5  1.264  373.0
2001 02 09 -1.216 -0.245 5  1.240  367.4
2001 02 10 -1.136 -0.438 5  1.218  363.8
2001 02 11 -1.026 -0.621 5  1.199  362.6
2001 02 12 -0.885 -0.788 5  1.185  364.0
2001 02 13 -0.720 -0.934 6  1.179  367.8
2001 02 14 -0.533 -1.053 6  1.180  373.3
2001 02 15 -0.330 -1.142 6  1.188  379.8
2001 02 16 -0.117 -1.197 6  1.202  386.3
2001 02 17  0.099 -1.216 7  1.220  392.1
2001 02 18  0.311 -1.199 7  1.239  396.4
2001 02 19  0.513 -1.147 7  1.257  398.8
2001 02 20  0.698 -1.063 7  1.271  399.0
2001 02 21  0.861 -0.948 7  1.281  397.0
2001 02 22  0.997 -0.809 8  1.284  392.7
2001 02 23  1.100 -0.650 8  1.278  386.2
2001 02 24  1.170 -0.478 8  1.263  377.9
2001 02 25  1.203 -0.299 8  1.239  367.8
2001 02 26  1.199 -0.121 8  1.205  356.1
2001 02 27  1.160  0.051 1  1.161  342.8
2001 02 28  1.088  0.209 1  1.108  328.0
2001 03 01  0.986  0.347 1  1.045  311.7
2001 03 02  0.858  0.462 1  0.975  293.7
2001 03 03  0.711  0.548 1  0.898  274.1
2001 03 04  0.551  0.603 2  0.816  252.9
2001 03 05  0.383  0.625 2  0.733  230.5
2001 03 06  0.215  0.614 2  0.651  207.4
2001 03 07  0.053  0.572 2  0.574  184.5
2001 03 08 -0.096  0.500 3  0.509  163.3
2001 03 09 -0.227  0.403 3  0.462  145.8
2001 03 10 -0.335  0.284 4  0.439  134.6
2001 03 11 -0.416  0.151 4  0.442  131.9
2001 03 12 -0.467  0.007 4  0.467  137.8
2001 03 13 -0.487 -0.139 5  0.507  150.6
2001 03 14 -0.477 -0.282 5  0.554  167.4
2001 03 15 -0.436 -0.416 5  0.603  185.6
2001 03 16 -0.368 -0.534 6  0.648  203.1
2001 03 17 -0.277 -0.631 6  0.689  218.7
2001 03 18 -0.167 -0.703 6  0.722  231.4
2001 03 19 -0.043 -0.747 6  0.748  240.6
2001 03 20  0.089 -0.761 7  0.767  246.2
2001 03 21  0.222 -0.745 7  0.777  248.4
2001 03 22  0.351 -0.699 7  0.782  247.4
2001 03 23  0.469 -0.624 7  0.781  243.8
2001 03 24  0.571 -0.524 8  0.776  238.5
2001 03 25  0.653 -0.404 8  0.768  232.5
2001 03 26  0.711 -0.267 8  0.760  226.9
2001 03 27  0.743 -0.120 8  0.753  222.7
2001 03 28  0.747  0.031 1  0.747  220.7
2001 03 29  0.723  0.181 1  0.746  221.3
2001 03 30  0.674  0.324 1  0.748  224.5
2001 03 31  0.601  0.454 1  0.753  229.7
2001 04 01  0.508  0.567 2  0.761  236.1
2001 04 02  0.399  0.659 2  0.771  242.5
2001 04 03  0.280  0.727 2  0.779  248.0
2001 04 04  0.157  0.769 2  0.785  251.7
2001 04 05  0.033  0.786 2  0.787  252.9
2001 04 06 -0.085  0.777 3  0.782  251.1
2001 04 07 -0.192  0.744 3  0.769  246.0
2001 04 08 -0.285  0.691 3  0.748  237.7
2001 04 09 -0.360  0.621 3  0.718  226.2
2001 04 10 -0.416  0.537 3  0.679  211.9
2001 04 11 -0.450  0.445 4  0.633  195.4
2001 04 12 -0.464  0.349 4  0.581  177.3
2001 04 13 -0.459  0.255 4  0.525  158.3
2001 04 14 -0.436  0.165 4  0.466  139.3
2001 04 15 -0.400  0.085 4  0.408  121.0
2001 04 16 -0.353  0.017 4  0.353  104.2
2001 04 17 -0.300 -0.037 5  0.302   89.2
2001 04 18 -0.245 -0.074 5  0.256   76.1
2001 04 19 -0.193 -0.095 5  0.215   64.7
2001 04 20 -0.148 -0.100 5  0.179   54.3
2001 04 21 -0.113 -0.090 5  0.145   44.3
2001 04 22 -0.092 -0.068 5  0.114   34.9
2001 04 23 -0.086 -0.036 5  0.093   27.9
2001 04 24 -0.096  0.002 4  0.096   28.3
2001 04 25 -0.122  0.044 4  0.130   38.7
2001 04 26 -0.164  0.085 4  0.184   55.5
2001 04 27 -0.219  0.121 4  0.250   75.3
2001 04 28 -0.284  0.150 4  0.321   96.6
2001 04 29 -0.356  0.168 4  0.394  118.1
2001 04 30 -0.431  0.173 4  0.464  138.8
2001 05 01 -0.504  0.163 4  0.529  157.7
2001 05 02 -0.570  0.138 4  0.587  174.0
2001 05 03 -0.625  0.098 4  0.633  187.2
2001 05 04 -0.665  0.042 4  0.666  196.7
2001 05 05 -0.685 -0.027 5  0.686  202.4
2001 05 06 -0.683 -0.107 5  0.691  204.5
2001 05 07 -0.656 -0.194 5  0.684  203.5
2001 05 08 -0.603 -0.287 5  0.668  200.5
2001 05 09 -0.523 -0.380 5  0.647  196.9
2001 05 10 -0.418 -0.469 6  0.628  194.9
2001 05 11 -0.289 -0.551 6  0.622  196.6
2001 05 12 -0.139 -0.621 6  0.636  203.8
2001 05 13  0.028 -0.675 7  0.675  217.1
